loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,customer_age,monthly_income,employment_type,credit_score,region,emi_delay_days,loan_status,emi_amount
71491,5326,Personal,2597817,21.68,240,57,177107,Self-Employed,411,West,9,Paid,13170.93219
71492,5843,Auto,1796652,16.75,12,48,119755,Self-Employed,302,North,3,Active,174799.2675
71493,5016,Auto,4297970,20.14,240,52,97231,Self-Employed,748,West,15,Paid,21514.92149
71494,5418,Auto,822541,11.93,36,57,129333,Salaried,444,North,15,Active,25574.17059
71495,5192,Personal,1008803,21.59,240,33,189916,Salaried,337,East,6,Default,5110.848199
71496,5692,Auto,4703460,13.97,120,57,151973,Self-Employed,811,North,6,Paid,44671.11135
71497,5802,Credit Card,4705120,17.89,12,32,162706,Self-Employed,587,East,16,Default,462238.8307
71498,6069,Home,4387809,11.58,120,25,111325,Self-Employed,400,North,14,Paid,40799.31069
71499,6407,Personal,280454,8.56,12,24,195601,Salaried,464,West,4,Paid,25371.73853
71500,5640,Home,3379060,12.34,60,58,27512,Salaried,844,West,22,Paid,63267.26673
